ID,account_id,amount,transaction_data
5079,41,-15,2025-12-21
5080,389,-174,2025-12-21
5081,241,21,2025-12-21
5082,105,95,2025-12-21
5083,302,-28,2025-12-21
5084,262,5,2025-12-21
5085,302,23,2025-12-21
5086,36,-112,2025-12-21
5087,420,-6,2025-12-21
5088,365,-172,2025-12-21
5089,265,-112,2025-12-21
5090,261,137,2025-12-21
5091,205,12,2025-12-21
5092,192,866,2025-12-21
5093,261,-30,2025-12-21
5094,152,-282,2025-12-21
5095,327,37,2025-12-21
5096,106,-6,2025-12-21
5097,418,45,2025-12-21
5098,16,-818,2025-12-21
5099,461,-18,2025-12-21
5100,466,107,2025-12-21
5101,241,-31,2025-12-21
5102,468,153,2025-12-21
5103,111,108,2025-12-21
5104,360,41,2025-12-21
5105,262,-47,2025-12-22
5106,153,-642,2025-12-22
5107,96,-35,2025-12-22
5108,245,-54,2025-12-22
5109,71,86,2025-12-22
5110,214,-17,2025-12-22
5111,425,473,2025-12-22
5112,9,42,2025-12-22
5113,114,892,2025-12-22
5114,272,-98,2025-12-22
5115,237,20,2025-12-22
5116,318,-70,2025-12-22
5117,412,-78,2025-12-22
5118,322,41,2025-12-22
5119,197,-15,2025-12-22
5120,432,-1524,2025-12-22
5121,69,129,2025-12-22
5122,62,-168,2025-12-22
5123,315,148,2025-12-22
5124,485,-2930,2025-12-22
5125,480,-21,2025-12-22
5126,374,175,2025-12-22
5127,137,-36,2025-12-22
5128,280,30,2025-12-22
5129,334,-35,2025-12-22
5130,76,25,2025-12-22
5131,22,-136,2025-12-22
5132,291,-35,2025-12-23
5133,291,-188,2025-12-23
5134,407,35,2025-12-23
5135,347,-1008,2025-12-23
5136,497,-33,2025-12-23
5137,458,92,2025-12-23
5138,262,-24,2025-12-23
5139,145,-188,2025-12-23
5140,462,170,2025-12-23
5141,350,-369,2025-12-23
5142,460,-39,2025-12-23
5143,346,-44,2025-12-23
5144,270,-28,2025-12-23
5145,194,-11,2025-12-23
5146,169,26,2025-12-23
5147,368,-365,2025-12-23
5148,372,23,2025-12-23
5149,161,21,2025-12-23
5150,104,-7,2025-12-23
5151,156,-61,2025-12-23
5152,318,39,2025-12-23
5153,13,-616,2025-12-23
5154,55,5,2025-12-23
5155,114,8,2025-12-23
5156,361,-17,2025-12-23
5157,190,-20,2025-12-23
5158,431,-47,2025-12-23
5159,346,-18,2025-12-23
5160,178,-228,2025-12-24
5161,481,73,2025-12-24
5162,53,-801,2025-12-24
5163,208,44,2025-12-24
5164,61,169,2025-12-24
5165,429,-106,2025-12-24
5166,274,5,2025-12-24
5167,21,-27,2025-12-24
5168,306,-39,2025-12-24
5169,414,-12,2025-12-24
5170,72,688,2025-12-24
5171,30,103,2025-12-24
5172,357,68,2025-12-24
5173,350,-15,2025-12-24
5174,236,-11,2025-12-24
5175,143,56,2025-12-24
5176,306,32,2025-12-24
5177,290,-6,2025-12-24
5178,305,14,2025-12-24
5179,434,-90,2025-12-24
5180,438,-9,2025-12-24
5181,116,-29,2025-12-24
5182,178,-129,2025-12-24
5183,206,34,2025-12-24
5184,90,-40,2025-12-24
5185,111,-4023,2025-12-24
5186,189,-15,2025-12-24
5187,212,-101,2025-12-25
5188,380,-528,2025-12-25
5189,17,-6,2025-12-25
5190,372,-193,2025-12-25
5191,152,-22,2025-12-25
5192,289,-21,2025-12-25
5193,407,785,2025-12-25
5194,313,-63,2025-12-25
5195,58,-853,2025-12-25
5196,306,139,2025-12-25
5197,474,-46,2025-12-25
5198,114,-48,2025-12-25
5199,256,-62,2025-12-25
5200,446,-892,2025-12-25
5201,136,14,2025-12-25
5202,474,-1343,2025-12-25
5203,160,-101,2025-12-25
5204,462,-33,2025-12-25
5205,72,418,2025-12-25
5206,262,-2617,2025-12-25
5207,187,31,2025-12-25
5208,284,-116,2025-12-25
5209,122,-34,2025-12-25
5210,380,788,2025-12-25
5211,467,-38,2025-12-25
5212,22,31,2025-12-25
5213,378,-87,2025-12-25
5214,437,-23,2025-12-25
5215,23,-19,2025-12-26
5216,377,-996,2025-12-26
5217,199,362,2025-12-26
5218,99,-28,2025-12-26
5219,297,-39,2025-12-26
5220,193,41,2025-12-26
5221,46,-56,2025-12-26
5222,365,-181,2025-12-26
5223,319,-271,2025-12-26
5224,352,50,2025-12-26
5225,450,-6,2025-12-26
5226,450,-61,2025-12-26
5227,495,-59,2025-12-26
5228,11,-32,2025-12-26
5229,333,35,2025-12-26
5230,304,-204,2025-12-26
5231,153,-695,2025-12-26
5232,140,-28,2025-12-26
5233,380,600,2025-12-26
5234,80,-39,2025-12-26
5235,210,33,2025-12-26
5236,429,-10,2025-12-26
5237,100,-180,2025-12-26
5238,197,-136,2025-12-26
5239,203,-100,2025-12-26
5240,5,-27,2025-12-26
5241,84,12,2025-12-26
5242,331,-255,2025-12-27
5243,80,32,2025-12-27
5244,322,-35,2025-12-27
5245,371,-96,2025-12-27
5246,359,1320,2025-12-27
5247,97,-109,2025-12-27
5248,236,-77,2025-12-27
5249,158,317,2025-12-27
5250,179,-76,2025-12-27
5251,207,-42,2025-12-27
5252,76,199,2025-12-27
5253,436,-373,2025-12-27
5254,90,-182,2025-12-27
5255,228,-85,2025-12-27
5256,36,10,2025-12-27
5257,150,-33,2025-12-27
5258,329,-3239,2025-12-27
5259,268,-18,2025-12-27
5260,190,-375,2025-12-27
5261,333,-103,2025-12-27
5262,381,-49,2025-12-27
5263,59,-224,2025-12-27
5264,353,-14,2025-12-27
5265,448,-916,2025-12-27
5266,405,131,2025-12-27
5267,437,-27,2025-12-27
5268,61,-6,2025-12-27
5269,370,-15,2025-12-28
5270,80,-11,2025-12-28
5271,477,20,2025-12-28
5272,345,606,2025-12-28
5273,113,-10,2025-12-28
5274,489,50,2025-12-28
5275,343,-29,2025-12-28
5276,90,-45,2025-12-28
5277,62,37,2025-12-28
5278,383,151,2025-12-28
5279,198,-126,2025-12-28
5280,291,45,2025-12-28
5281,464,-169,2025-12-28
5282,160,-943,2025-12-28
5283,16,-170,2025-12-28
5284,392,-784,2025-12-28
5285,95,7,2025-12-28
5286,229,-32,2025-12-28
5287,473,-828,2025-12-28
5288,198,186,2025-12-28
5289,404,12,2025-12-28
5290,348,-182,2025-12-28
5291,495,38,2025-12-28
5292,314,-41,2025-12-28
5293,378,-48,2025-12-28
5294,227,913,2025-12-28
5295,460,-184,2025-12-28
5296,343,-164,2025-12-28
5297,324,-82,2025-12-29
5298,451,46,2025-12-29
5299,421,-846,2025-12-29
5300,446,44,2025-12-29
5301,276,-29,2025-12-29
5302,79,-53,2025-12-29
5303,278,31,2025-12-29
5304,454,-3301,2025-12-29
5305,422,-8,2025-12-29
5306,382,-135,2025-12-29
5307,483,-822,2025-12-29
5308,269,-1230,2025-12-29
5309,148,35,2025-12-29
5310,215,-836,2025-12-29
5311,115,32,2025-12-29
5312,26,-24,2025-12-29
5313,190,-473,2025-12-29
5314,351,-157,2025-12-29
5315,294,158,2025-12-29
5316,50,39,2025-12-29
5317,217,-45,2025-12-29
5318,449,31,2025-12-29
5319,258,-15,2025-12-29
5320,462,34,2025-12-29
5321,151,-540,2025-12-29
5322,398,-42,2025-12-29
5323,345,-995,2025-12-29
5324,242,-125,2025-12-30
5325,224,-48,2025-12-30
5326,413,-106,2025-12-30
5327,344,-21,2025-12-30
5328,461,-22,2025-12-30
5329,174,-196,2025-12-30
5330,298,-46,2025-12-30
5331,275,-771,2025-12-30
5332,163,-7,2025-12-30
5333,357,35,2025-12-30
5334,388,-18,2025-12-30
5335,88,-27,2025-12-30
5336,426,-10,2025-12-30
5337,120,48,2025-12-30
5338,398,-360,2025-12-30
5339,18,-135,2025-12-30
5340,223,-31,2025-12-30
5341,153,-948,2025-12-30
5342,38,874,2025-12-30
5343,478,192,2025-12-30
5344,188,-511,2025-12-30
5345,390,-485,2025-12-30
5346,19,-171,2025-12-30
5347,99,7,2025-12-30
5348,255,-726,2025-12-30
5349,13,30,2025-12-30
5350,22,-21,2025-12-30
5351,497,-24,2025-12-30
5352,31,-36,2025-12-31
5353,26,-8,2025-12-31
5354,283,124,2025-12-31
5355,421,-103,2025-12-31
5356,244,91,2025-12-31
5357,252,113,2025-12-31
5358,383,-68,2025-12-31
5359,382,714,2025-12-31
5360,337,95,2025-12-31
5361,74,-183,2025-12-31
5362,425,-162,2025-12-31
5363,28,12,2025-12-31
5364,426,-146,2025-12-31
5365,473,-527,2025-12-31
5366,379,-51,2025-12-31
5367,399,-108,2025-12-31
5368,430,25,2025-12-31
5369,370,-3931,2025-12-31
5370,205,-87,2025-12-31
5371,464,-31,2025-12-31
5372,275,15,2025-12-31
5373,429,40,2025-12-31
5374,412,-46,2025-12-31
5375,105,-82,2025-12-31
5376,45,35,2025-12-31
5377,213,-156,2025-12-31
5378,92,-24,2025-12-31
5379,271,-394,2026-01-01
5380,274,-17,2026-01-01
5381,194,-15,2026-01-01
5382,62,-5,2026-01-01
5383,126,-50,2026-01-01
5384,466,-191,2026-01-01
5385,447,50,2026-01-01
5386,384,16,2026-01-01
5387,342,40,2026-01-01
5388,74,-164,2026-01-01
5389,251,-32,2026-01-01
5390,371,-32,2026-01-01
5391,380,-122,2026-01-01
5392,495,-875,2026-01-01
5393,282,-14,2026-01-01
5394,384,30,2026-01-01
5395,83,-24,2026-01-01
5396,319,55,2026-01-01
5397,490,-98,2026-01-01
5398,120,-179,2026-01-01
5399,307,-38,2026-01-01
5400,156,-7,2026-01-01
5401,147,-14,2026-01-01
5402,458,8,2026-01-01
5403,499,-32,2026-01-01
5404,118,-889,2026-01-01
5405,24,-41,2026-01-01
5406,58,119,2026-01-02
5407,46,-6,2026-01-02
5408,468,42,2026-01-02
5409,351,-684,2026-01-02
5410,55,-123,2026-01-02
5411,230,-39,2026-01-02
5412,219,-243,2026-01-02
5413,311,-32,2026-01-02
5414,404,-41,2026-01-02
5415,272,-88,2026-01-02
5416,401,-406,2026-01-02
5417,421,-213,2026-01-02
5418,16,22,2026-01-02
5419,424,933,2026-01-02
5420,171,-796,2026-01-02
5421,382,-49,2026-01-02
5422,485,-9,2026-01-02
5423,7,-182,2026-01-02
5424,473,1846,2026-01-02
5425,258,24,2026-01-02
5426,151,-278,2026-01-02
5427,313,36,2026-01-02
5428,188,43,2026-01-02
5429,100,-463,2026-01-02
5430,230,-197,2026-01-02
5431,100,-431,2026-01-02
5432,254,-586,2026-01-02
5433,192,-75,2026-01-02
5434,377,-41,2026-01-03
5435,107,-76,2026-01-03
5436,271,-151,2026-01-03
5437,126,-51,2026-01-03
5438,155,-65,2026-01-03
5439,336,11,2026-01-03
5440,181,175,2026-01-03
5441,38,50,2026-01-03
5442,140,-150,2026-01-03
5443,79,138,2026-01-03
5444,473,-59,2026-01-03
5445,236,-508,2026-01-03
5446,492,-45,2026-01-03
5447,48,-19,2026-01-03
5448,207,-114,2026-01-03
5449,129,-63,2026-01-03
5450,429,-96,2026-01-03
5451,44,-185,2026-01-03
5452,20,-107,2026-01-03
5453,217,81,2026-01-03
5454,353,-3213,2026-01-03
5455,272,-30,2026-01-03
5456,351,-41,2026-01-03
5457,324,-17,2026-01-03
5458,264,-160,2026-01-03
5459,406,-42,2026-01-03
5460,172,-44,2026-01-03
5461,100,44,2026-01-04
5462,69,-25,2026-01-04
5463,422,-35,2026-01-04
5464,184,148,2026-01-04
5465,43,-249,2026-01-04
5466,94,397,2026-01-04
5467,381,33,2026-01-04
5468,24,-118,2026-01-04
5469,497,-37,2026-01-04
5470,432,-8,2026-01-04
5471,130,72,2026-01-04
5472,388,920,2026-01-04
5473,66,-62,2026-01-04
5474,407,-13,2026-01-04
5475,404,-134,2026-01-04
5476,167,-47,2026-01-04
5477,292,-98,2026-01-04
5478,28,-10,2026-01-04
5479,21,-472,2026-01-04
5480,474,-9,2026-01-04
5481,315,-8,2026-01-04
5482,336,-4970,2026-01-04
5483,280,188,2026-01-04
5484,429,-50,2026-01-04
5485,13,-185,2026-01-04
5486,71,-126,2026-01-04
5487,454,-22,2026-01-04
5488,168,-178,2026-01-04
5489,342,-453,2026-01-05
5490,147,187,2026-01-05
5491,424,-317,2026-01-05
5492,481,-50,2026-01-05
5493,483,-176,2026-01-05
5494,291,-443,2026-01-05
5495,422,81,2026-01-05
5496,498,-70,2026-01-05
5497,318,788,2026-01-05
5498,73,37,2026-01-05
5499,43,177,2026-01-05
5500,29,-28,2026-01-05
5501,221,-78,2026-01-05
5502,183,-94,2026-01-05
5503,142,-170,2026-01-05
5504,429,994,2026-01-05
5505,408,105,2026-01-05
5506,59,-162,2026-01-05
5507,172,210,2026-01-05
5508,304,-27,2026-01-05
5509,303,-15,2026-01-05
5510,253,-352,2026-01-05
5511,14,-44,2026-01-05
5512,152,-427,2026-01-05
5513,188,7,2026-01-05
5514,259,-194,2026-01-05
5515,430,44,2026-01-05
5516,476,19,2026-01-06
5517,313,-18,2026-01-06
5518,286,-49,2026-01-06
5519,103,-7,2026-01-06
5520,252,-1533,2026-01-06
5521,319,-50,2026-01-06
5522,143,595,2026-01-06
5523,214,50,2026-01-06
5524,387,-7,2026-01-06
5525,106,-846,2026-01-06
5526,56,5,2026-01-06
5527,117,119,2026-01-06
5528,402,-43,2026-01-06
5529,240,-17,2026-01-06
5530,261,-39,2026-01-06
5531,113,234,2026-01-06
5532,133,-46,2026-01-06
5533,230,-38,2026-01-06
5534,267,-92,2026-01-06
5535,348,-48,2026-01-06
5536,220,-30,2026-01-06
5537,377,210,2026-01-06
5538,268,-492,2026-01-06
5539,9,-42,2026-01-06
5540,210,9,2026-01-06
5541,293,-39,2026-01-06
5542,464,-23,2026-01-06
5543,445,24,2026-01-07
5544,359,146,2026-01-07
5545,215,137,2026-01-07
5546,398,-109,2026-01-07
5547,248,-1005,2026-01-07
5548,245,22,2026-01-07
5549,9,2763,2026-01-07
5550,417,-173,2026-01-07
5551,420,-133,2026-01-07
5552,398,-98,2026-01-07
5553,257,-73,2026-01-07
5554,22,104,2026-01-07
5555,347,-45,2026-01-07
5556,14,-44,2026-01-07
5557,109,-39,2026-01-07
5558,53,-2725,2026-01-07
5559,139,23,2026-01-07
5560,341,-59,2026-01-07
5561,41,-2770,2026-01-07
5562,296,52,2026-01-07
5563,191,-21,2026-01-07
5564,272,-71,2026-01-07
5565,489,18,2026-01-07
5566,462,-24,2026-01-07
5567,410,959,2026-01-07
5568,62,-43,2026-01-07
5569,464,44,2026-01-07
5570,391,-20,2026-01-07
5571,338,26,2026-01-08
5572,105,48,2026-01-08
5573,217,-12,2026-01-08
5574,373,47,2026-01-08
5575,306,-50,2026-01-08
5576,379,-100,2026-01-08
5577,287,19,2026-01-08
5578,77,-11,2026-01-08
5579,226,135,2026-01-08
5580,262,-19,2026-01-08
5581,471,444,2026-01-08
5582,257,-156,2026-01-08
5583,426,786,2026-01-08
5584,20,-34,2026-01-08
5585,416,-36,2026-01-08
5586,442,-148,2026-01-08
5587,264,-49,2026-01-08
5588,61,-45,2026-01-08
5589,436,115,2026-01-08
5590,107,908,2026-01-08
5591,100,3922,2026-01-08
5592,239,68,2026-01-08
5593,473,-28,2026-01-08
5594,300,-115,2026-01-08
5595,258,62,2026-01-08
5596,410,-33,2026-01-08
5597,52,-959,2026-01-08
5598,239,10,2026-01-09
5599,17,103,2026-01-09
5600,457,150,2026-01-09
5601,11,875,2026-01-09
5602,244,-5,2026-01-09
5603,454,-32,2026-01-09
5604,285,-1728,2026-01-09
5605,55,-12,2026-01-09
5606,406,19,2026-01-09
5607,252,-854,2026-01-09
5608,393,-997,2026-01-09
5609,11,-13,2026-01-09
5610,428,-93,2026-01-09
5611,121,34,2026-01-09
5612,357,34,2026-01-09
5613,242,-71,2026-01-09
5614,454,-36,2026-01-09
5615,135,-34,2026-01-09
5616,162,17,2026-01-09
5617,257,-6,2026-01-09
5618,422,-473,2026-01-09
5619,59,-40,2026-01-09
5620,226,-43,2026-01-09
5621,110,-188,2026-01-09
5622,394,-46,2026-01-09
5623,390,-11,2026-01-09
5624,449,-29,2026-01-09
5625,197,-135,2026-01-09
5626,444,-28,2026-01-10
5627,497,-434,2026-01-10
5628,133,7,2026-01-10
5629,386,20,2026-01-10
5630,254,-26,2026-01-10
5631,127,79,2026-01-10
5632,460,-84,2026-01-10
5633,231,53,2026-01-10
5634,314,174,2026-01-10
5635,170,-47,2026-01-10
5636,428,993,2026-01-10
5637,494,32,2026-01-10
5638,367,26,2026-01-10
5639,143,14,2026-01-10
5640,97,39,2026-01-10
5641,262,-111,2026-01-10
5642,233,-47,2026-01-10
5643,235,-42,2026-01-10
5644,427,-41,2026-01-10
5645,72,-157,2026-01-10
5646,125,158,2026-01-10
5647,358,741,2026-01-10
5648,82,-47,2026-01-10
5649,277,657,2026-01-10
5650,444,88,2026-01-10
5651,451,179,2026-01-10
5652,469,-14,2026-01-10
5653,160,-6,2026-01-11
5654,334,10,2026-01-11
5655,138,-17,2026-01-11
5656,422,-50,2026-01-11
5657,143,-29,2026-01-11
5658,462,25,2026-01-11
5659,151,-30,2026-01-11
5660,490,-144,2026-01-11
5661,218,-7,2026-01-11
5662,112,-36,2026-01-11
5663,258,-21,2026-01-11
5664,135,-726,2026-01-11
5665,387,-1359,2026-01-11
5666,166,-96,2026-01-11
5667,108,120,2026-01-11
5668,234,-120,2026-01-11
5669,305,35,2026-01-11
5670,152,324,2026-01-11
5671,447,43,2026-01-11
5672,126,-142,2026-01-11
5673,317,-194,2026-01-11
5674,10,9,2026-01-11
5675,360,-67,2026-01-11
5676,44,-19,2026-01-11
5677,319,8,2026-01-11
5678,189,-7,2026-01-11
5679,120,-40,2026-01-11
5680,404,45,2026-01-12
5681,384,48,2026-01-12
5682,191,-20,2026-01-12
5683,467,-44,2026-01-12
5684,130,24,2026-01-12
5685,341,-11,2026-01-12
5686,307,-4975,2026-01-12
5687,289,-49,2026-01-12
5688,287,6,2026-01-12
5689,132,27,2026-01-12
5690,406,90,2026-01-12
5691,303,-42,2026-01-12
5692,111,-46,2026-01-12
5693,374,24,2026-01-12
5694,16,-431,2026-01-12
5695,20,-49,2026-01-12
5696,34,13,2026-01-12
5697,152,-81,2026-01-12
5698,237,-369,2026-01-12
5699,297,30,2026-01-12
5700,322,199,2026-01-12
5701,328,35,2026-01-12
5702,225,12,2026-01-12
5703,21,-24,2026-01-12
5704,422,-885,2026-01-12
5705,150,40,2026-01-12
5706,222,37,2026-01-12
5707,370,-15,2026-01-12
5708,478,-24,2026-01-13
5709,106,49,2026-01-13
5710,97,-7,2026-01-13
5711,360,-45,2026-01-13
5712,219,-2240,2026-01-13
5713,274,-46,2026-01-13
5714,428,133,2026-01-13
5715,269,49,2026-01-13
5716,100,-97,2026-01-13
5717,226,73,2026-01-13
5718,40,-14,2026-01-13
5719,221,-133,2026-01-13
5720,230,-798,2026-01-13
5721,40,-62,2026-01-13
5722,234,-48,2026-01-13
5723,286,-36,2026-01-13
5724,294,-28,2026-01-13
5725,204,30,2026-01-13
5726,327,-117,2026-01-13
5727,286,-168,2026-01-13
5728,81,-9,2026-01-13
5729,411,33,2026-01-13
5730,383,73,2026-01-13
5731,333,789,2026-01-13
5732,226,-47,2026-01-13
5733,496,143,2026-01-13
5734,253,130,2026-01-13
5735,302,17,2026-01-14
5736,144,-301,2026-01-14
5737,277,46,2026-01-14
5738,36,272,2026-01-14
5739,282,-40,2026-01-14
5740,113,514,2026-01-14
5741,265,-37,2026-01-14
5742,339,-96,2026-01-14
5743,136,23,2026-01-14
5744,128,33,2026-01-14
5745,119,450,2026-01-14
5746,51,-24,2026-01-14
5747,498,72,2026-01-14
5748,184,-97,2026-01-14
5749,267,-956,2026-01-14
5750,376,8,2026-01-14
5751,136,-77,2026-01-14
5752,343,-33,2026-01-14
5753,129,52,2026-01-14
5754,116,-197,2026-01-14
5755,193,34,2026-01-14
5756,27,-47,2026-01-14
5757,173,-114,2026-01-14
5758,79,-72,2026-01-14
5759,45,184,2026-01-14
5760,406,-13,2026-01-14
5761,86,174,2026-01-14
5762,490,-133,2026-01-14
5763,142,-184,2026-01-15
5764,178,49,2026-01-15
5765,446,-67,2026-01-15
5766,483,-26,2026-01-15
5767,364,22,2026-01-15
5768,388,-133,2026-01-15
5769,245,14,2026-01-15
5770,271,-4042,2026-01-15
5771,99,-177,2026-01-15
5772,395,-9,2026-01-15
5773,235,-10,2026-01-15
5774,305,-684,2026-01-15
5775,442,-33,2026-01-15
5776,425,-193,2026-01-15
5777,345,-28,2026-01-15
5778,246,-50,2026-01-15
5779,385,39,2026-01-15
5780,58,-106,2026-01-15
5781,62,-182,2026-01-15
5782,129,28,2026-01-15
5783,205,38,2026-01-15
5784,467,11,2026-01-15
5785,470,-27,2026-01-15
5786,337,10,2026-01-15
5787,97,-184,2026-01-15
5788,389,-34,2026-01-15
5789,197,46,2026-01-15
5790,422,-26,2026-01-16
5791,84,109,2026-01-16
5792,209,-12,2026-01-16
5793,494,39,2026-01-16
5794,180,762,2026-01-16
5795,444,-83,2026-01-16
5796,30,-90,2026-01-16
5797,146,-43,2026-01-16
5798,171,72,2026-01-16
5799,132,-34,2026-01-16
5800,86,491,2026-01-16
5801,181,-25,2026-01-16
5802,3,649,2026-01-16
5803,332,-420,2026-01-16
5804,258,117,2026-01-16
5805,171,-9,2026-01-16
5806,301,84,2026-01-16
5807,134,-36,2026-01-16
5808,182,150,2026-01-16
5809,182,-42,2026-01-16
5810,282,-162,2026-01-16
5811,328,-911,2026-01-16
5812,427,-39,2026-01-16
5813,66,462,2026-01-16
5814,236,-270,2026-01-16
5815,497,-190,2026-01-16
5816,328,38,2026-01-16
5817,386,56,2026-01-17
5818,400,-26,2026-01-17
5819,220,41,2026-01-17
5820,278,-151,2026-01-17
5821,151,199,2026-01-17
5822,46,-186,2026-01-17
5823,272,-40,2026-01-17
5824,414,71,2026-01-17
5825,86,30,2026-01-17
5826,415,15,2026-01-17
5827,129,-62,2026-01-17
5828,279,-399,2026-01-17
5829,404,21,2026-01-17
5830,474,-60,2026-01-17
5831,298,115,2026-01-17
5832,98,-31,2026-01-17
5833,258,-360,2026-01-17
5834,287,-37,2026-01-17
5835,455,-32,2026-01-17
5836,395,-2155,2026-01-17
5837,155,-11,2026-01-17
5838,13,-55,2026-01-17
5839,316,-25,2026-01-17
5840,101,947,2026-01-17
5841,99,-134,2026-01-17
5842,186,-116,2026-01-17
5843,315,-32,2026-01-17
5844,230,-33,2026-01-17
5845,256,425,2026-01-18
5846,50,178,2026-01-18
5847,98,-147,2026-01-18
5848,181,19,2026-01-18
5849,376,-39,2026-01-18
5850,406,45,2026-01-18
5851,351,-193,2026-01-18
5852,81,27,2026-01-18
5853,163,-30,2026-01-18
5854,4,1124,2026-01-18
5855,15,-189,2026-01-18
5856,281,-35,2026-01-18
5857,174,-15,2026-01-18
5858,227,-25,2026-01-18
5859,42,-181,2026-01-18
5860,417,160,2026-01-18
5861,424,-37,2026-01-18
5862,54,77,2026-01-18
5863,260,-39,2026-01-18
5864,290,-12,2026-01-18
5865,181,-38,2026-01-18
5866,332,-247,2026-01-18
5867,345,30,2026-01-18
5868,94,29,2026-01-18
5869,56,448,2026-01-18
5870,124,-47,2026-01-18
5871,470,-10,2026-01-18
5872,29,-614,2026-01-19
5873,348,-25,2026-01-19
5874,228,-67,2026-01-19
5875,35,-22,2026-01-19
5876,62,127,2026-01-19
5877,100,-35,2026-01-19
5878,499,36,2026-01-19
5879,298,-40,2026-01-19
5880,207,43,2026-01-19
5881,219,26,2026-01-19
5882,205,-136,2026-01-19
5883,236,-16,2026-01-19
5884,200,-31,2026-01-19
5885,221,-830,2026-01-19
5886,125,155,2026-01-19
5887,90,44,2026-01-19
5888,457,-474,2026-01-19
5889,23,48,2026-01-19
5890,256,-17,2026-01-19
5891,2,-31,2026-01-19
5892,238,46,2026-01-19
5893,213,-146,2026-01-19
5894,81,-16,2026-01-19
5895,56,-436,2026-01-19
5896,407,33,2026-01-19
5897,469,156,2026-01-19
5898,220,-20,2026-01-19
5899,352,-122,2026-01-19
5900,12,-12,2026-01-20
5901,388,-43,2026-01-20
5902,333,-39,2026-01-20
5903,427,-179,2026-01-20
5904,26,-12,2026-01-20
5905,498,77,2026-01-20
5906,216,-43,2026-01-20
5907,254,-608,2026-01-20
5908,62,-674,2026-01-20
5909,459,-187,2026-01-20
5910,26,-120,2026-01-20
5911,330,-625,2026-01-20
5912,137,-116,2026-01-20
5913,464,36,2026-01-20
5914,332,19,2026-01-20
5915,71,-121,2026-01-20
5916,323,-41,2026-01-20
5917,290,-215,2026-01-20
5918,381,72,2026-01-20
5919,13,-42,2026-01-20
5920,247,-32,2026-01-20
5921,173,39,2026-01-20
5922,245,50,2026-01-20
5923,68,106,2026-01-20
5924,450,-176,2026-01-20
5925,482,-38,2026-01-20
5926,274,-380,2026-01-20
5927,469,-81,2026-01-21
5928,1,-42,2026-01-21
5929,80,-146,2026-01-21
5930,359,133,2026-01-21
5931,139,-158,2026-01-21
5932,401,-143,2026-01-21
5933,67,-44,2026-01-21
5934,61,-119,2026-01-21
5935,445,2031,2026-01-21
5936,39,-6,2026-01-21
5937,47,-1528,2026-01-21
5938,105,-42,2026-01-21
5939,56,-70,2026-01-21
5940,223,-196,2026-01-21
5941,117,-28,2026-01-21
5942,167,-3212,2026-01-21
5943,178,18,2026-01-21
5944,255,-7,2026-01-21
5945,265,113,2026-01-21
5946,196,-74,2026-01-21
5947,78,-5,2026-01-21
5948,80,-44,2026-01-21
5949,112,-35,2026-01-21
5950,69,-38,2026-01-21
5951,309,141,2026-01-21
5952,161,-98,2026-01-21
5953,427,340,2026-01-21
5954,385,26,2026-01-22
5955,369,-20,2026-01-22
5956,256,-10,2026-01-22
5957,374,16,2026-01-22
5958,477,-116,2026-01-22
5959,148,9,2026-01-22
5960,229,-16,2026-01-22
5961,40,-33,2026-01-22
5962,404,-17,2026-01-22
5963,349,-151,2026-01-22
5964,231,-63,2026-01-22
5965,461,994,2026-01-22
5966,25,-104,2026-01-22
5967,489,-46,2026-01-22
5968,455,-17,2026-01-22
5969,281,37,2026-01-22
5970,238,-92,2026-01-22
5971,373,29,2026-01-22
5972,306,-12,2026-01-22
5973,162,-179,2026-01-22
5974,481,-13,2026-01-22
5975,147,-20,2026-01-22
5976,35,-47,2026-01-22
5977,430,-194,2026-01-22
5978,350,-26,2026-01-22
5979,480,-185,2026-01-22
5980,311,42,2026-01-22
5981,477,112,2026-01-22
5982,422,249,2026-01-23
5983,191,-8,2026-01-23
5984,59,-6,2026-01-23
5985,376,-319,2026-01-23
5986,219,180,2026-01-23
5987,4,-141,2026-01-23
5988,184,-25,2026-01-23
5989,163,-23,2026-01-23
5990,340,14,2026-01-23
5991,340,77,2026-01-23
5992,472,-44,2026-01-23
5993,432,-151,2026-01-23
5994,399,-163,2026-01-23
5995,193,698,2026-01-23
5996,193,-38,2026-01-23
5997,239,37,2026-01-23
5998,334,-125,2026-01-23
5999,374,-16,2026-01-23
6000,205,-438,2026-01-23
6001,106,-35,2026-01-23
6002,271,13,2026-01-23
6003,471,-40,2026-01-23
6004,31,-334,2026-01-23
6005,148,195,2026-01-23
6006,17,-22,2026-01-23
6007,372,-9,2026-01-23
6008,81,31,2026-01-23
6009,439,-191,2026-01-24
6010,371,950,2026-01-24
6011,143,-186,2026-01-24
6012,208,69,2026-01-24
6013,54,-33,2026-01-24
6014,248,20,2026-01-24
6015,267,-920,2026-01-24
6016,443,294,2026-01-24
6017,373,8,2026-01-24
6018,417,87,2026-01-24
6019,208,32,2026-01-24
6020,118,31,2026-01-24
6021,201,-154,2026-01-24
6022,163,50,2026-01-24
6023,442,-6,2026-01-24
6024,98,942,2026-01-24
6025,468,34,2026-01-24
6026,256,-33,2026-01-24
6027,326,-744,2026-01-24
6028,4,821,2026-01-24
6029,66,-35,2026-01-24
6030,144,908,2026-01-24
